aa	Afaraf
mpc	Mangarayi
mpd	Machinere
mpe	Majang
mpg	Marba
mph	Maung
mpi	Mpade
mpj	Martu Wangka
mpk	Mbara (Chad)
mpl	Middle Watut
mpm	Yosondúa Mixtec
mpn	Mindiri
mpo	Miu
mpp	Migabac
mpq	Matís
mpr	Vangunu
mpr-x-bareke	Bareke
mps	Dadibi
mpt	Mian
mpu	Makuráp
mpv	Mungkip
mpw	Mapidian
mpx	Misima-Panaeati
mpz	Mpi
mqa	Maba (Indonesia)
mqb	Mbuko
mqc	Mangole
mqe	Matepi
mqf	Momuna
mqf-x-intamaya	Intamaya
mqg	Kota Bangun Kutai Malay
mqh	Tlazoyaltepec Mixtec
mqi	Mariri
mqj	Mamasa
mqj-x-batanguru	Batanguru
mqj-x-nosu	Nosu
mqj-x-ulusalu	Ulusalu
mqk	Rajah Kabunsuwan Manobo
mql	Mbelime
mqm	South Marquesan
mqn	Moronene
mqo	Modole
mqp	Manipa
mqq	Minokok
mqr	Mander
mqs	West Makian
mqt	ภาษาม๊อก
mqu	Mandari
mqv	Mosimo
mqw	Murupi
mqw-x-haimo	Haimo
mqx	Mamuju
mqy	Manggarai
mqz	Pano
mr	मराठी
mra	ภาษามลาบรี
mrb	Marino
mrc	Maricopa
mrd	Western Magar
mre	Martha's Vineyard Sign Language
mrf	Elseng
mrg	Mising
mrh	Mara Chin
mrj	Кырык мары
mrk	Hmwaveke
mrl	Mortlockese
mrm	Merlav
mrn	Cheke Holo
mro	Mru
mro-BD-mruchowlai	Mruchow lai
mrp	Morouas
mrq	North Marquesan
mrr	Maria (India)
mrs	Maragus
mrt	Marghi Central
mru	Mono (Cameroon)
mrv	Mangareva
mrw	Maranao
mrx	Maremgi
mr-x-nagpuri	Nagpuri Marathi
mry	Mandaya
mry-x-manay	Manay
mry-x-mandcaraga	Mandaya Caraga
mry-x-uppermanay	Upper Manay
mrz	Marind
mrz-x-lahukmarind	Marind Lahuk
ms	bahasa Melayu, بهاس ملايو‎
msb	Masbatenyo
msc	Sankaran Maninka
msd	Yucatec Maya Sign Language
mse	Musey
msf	Mekwei
msg	Moraid
msh	Masikoro Malagasy
msi	Sabah Malay
msj	Ma (Democratic Republic of Congo)
msk	Mansaka
msl	Molof
msm	Agusan Manobo
msm-x-behoonmano	Behoon Manobo
msm-x-bunawan	Agusanen - Bunawan
msm-x-bunawanon	Bunawanon
msm-x-lapaknon	Lapaknon Manobo
msm-x-loreto	Agusanen - Loreto
msm-x-manguangan	Manguangan
msm-x-pangyan	Pangyan
msm-x-talacogon	Talacogon
msm-x-umayam	Umayam
msm-x-umayamno	Umayamnon
msm-x-wawaanon	Manobo Wawaanon
msn	Vurës
mso	Mombum
msq	Caac
msr	Mongolian Sign Language
mss	West Masela
msu	Musom
msv	Maslam
msw	Mansoanka
msx	Moresada
ms-x-dcv	bahasa Melayu - Dominant Culture Variant
msy	Aruamu
msy-x-tuga	Tuga
msz	Momare
mt	Malti
mta	Cotabato Manobo
mta-x-sulitmanob	Sulit Manobo
mta-x-tasaday	Tasaday
mtb	Anyin Morofo
mtc	Munit
mtd	Mualang
mte	Mono (Solomon Islands)
mtf	Murik (Papua New Guinea)
mtg	Una
mth	Munggui
mti	Maiwa (Papua New Guinea)
mti-x-mawaenage	Mawae Nage
mtj	Moskona
mtk	Mbe'
mtl	Montol
mtm	Mator
mtn	Matagalpa
mto	Totontepec Mixe
mtp	Wichí Lhamtés Nocten
mtq	Tiếng Mường
mtr	Mewari
mts	Yora
mtt	Mota
mtu	Tututepec Mixtec
mtv	Asaro'o
mtw	Southern Binukidnon
mtx	Tidaá Mixtec
mty	Nabi
mua	Mundang
mub	Mubi
muc	Ajumbu
mud	Алеутско-медновский
mue	Media Lengua
mug	Musgu
muh	Mündü
mui	Musi
mui-x-penesak	Penesak
muj	Mabire
muk	Mugom
mul	Multiple languages
mum	Maiwala
muo	Nyong
muo-x-memeka	Memeka
mup	Malvi
muq	东部次方言
mur	Murle
mus	Creek
mut	Western Muria
mut-Deva-muriyawest	Muriya - Western
muu	Yaaku
muv	Muthuvan
mux	Bo-Ung
mux-x-timboka	Timboka
muy	Muyang
muz	Mursi
mva	Manam
mva-x-wanir	Wanir
mvb	Mattole
mvd	Mamboru
mve	مارواري (Pakistan)
mvf	周边蒙古语
mvg	Yucuañe Mixtec
mvh	Mulgi
mvi	宮古口
mvk	Mekmek
mvm	木雅语
mvn	Minaveha
mvo	Marovo
mvp	Duri
mvq	Moere
mvr	Marau
mvs	Massep
mvt	Mpotovoro
mvu	Marfa
mvv	Tagal Murut
mvv-x-punanlepaga	Punan Lepaga
mvw	Machinga
mvx	Meoswar
mvy	کوہستانی زبان
mvz	Mesqan
mwa	Mwatebu
mwb	Juwal
mwc	Are
mwe	Chimwera
mwf	Murrinh-Patha
mwg	Aiklep
mwh	Mouk-Aria
mwi	Labo
mwk	Kita Maninkakan
mwl	Mirandese
mwm	Sar
mwm-x-nar	Nar
mwn	Nyamwanga
mwn-MW-namwanga	Namwanga
mwo	Central Maewo
mwp	Kala Lagaw Ya
mwq	Mün Chin
mwq-x-chora	Cho Rah
mwq-x-nise	Ni-Se
mwr	Marwari
mws	Mwimbi-Muthambi
mwt	Moken
mwv	Mentawai
mww	白苗方言
mww-VN-hmongtrang	Hmong Trang
mwx	Mediak
mwz	Moingi
mxa	Northwest Oaxaca Mixtec
mxb	Tezoatlán Mixtec
mxc	Manyika
mxc-MZ-chimanika	Chimanika
mxd	Modang
mxe	Mele-Fila
mxf	Malgbe
mxg	Mbangala
mxh	Mvuba
mxi	Mozarabic
mxj	Miju-Mishmi
mxk	Monumbo
mxl	Maxi Gbe
mxm	Meramera
mxn	Moi (Indonesia)
mxn-x-moikelin	Moi Kelin
mxn-x-moiklasa	Moi Klasa
mxn-x-moisigin	Moi Sigin
mxn-x-salkma	Moi Salkma
mxo	Mbowe
mxp	Tlahuitoltepec Mixe
mxq	Juquila Mixe
mxr	Murik (Malaysia)
mxs	Huitepec Mixtec
mxt	Jamiltepec Mixtec
mxu	Mada (Cameroon)
mxv	Metlatónoc Mixtec
mxw	Namo
mxx	Mahou
mxy	Southeastern Nochixtlán Mixtec
mxz	Central Masela
my	ျမန္မာစာ
myb	Mbay
myc	Mayeka
myd	Maramba
mye	Myene
myf	Bambassi
myg	Manta
myh	Makah
myi	Mina (India)
myj	Mangayat
myk	Mamara Senoufo
myl	Moma
mym	Me'en
myo	Anfillo
myp	Pirahã
myr	Muniche
myu	Mundurukú
myv	Эрзя́нский
myw	Muyuw
myw-x-lougwau	Lougau
myx	Masaaba
myx-x-ludadiri	Ludadiri
myy	Macuna
myz	Classical Mandaic
mza	Santa María Zacatepec Mixtec
mzb	تونژابت
mzc	Madagascar Sign Language
mzd	Malimba
mze	Morawa
mzg	Monastic Sign Language
mzh	Wichí Lhamtés Güisnay
mzi	Ixcatlán Mazatec
mzj	Manya
mzk	Nigeria Mambila
mzl	Mazatlán Mixe
mzm	Mumuye
mzm-x-zing	Mumuye Zing
mzn	زبان مازندرانی
mzo	Matipuhy
mzp	Movima
mzq	Mori Atas
mzr	Marúbo
mzs	Macanese
mzt	Mintil
mzu	Inapang
mzv	Manza
mzw	Deg
mzx	Mawayana
mzy	Mozambican Sign Language
mzz	Maiadomu
na	Ekakairũ Naoero
naa	Namla
nab	Southern Nambikuára
nac	Narak
nad	Nijadali
naf	Nabak
naf-x-lowernabak	Nabak Lower
nag	Naga Pidgin
naj	Nalu
nak	Nakanai
nak-x-auka	Auka
nak-x-babata	Babata
nak-x-bagela	Bagela
nak-x-balo	Balo
nak-x-bibisi	Bibisi
nak-x-bileki	Bileki
nak-x-gaekeke	Gaekeke
nak-x-kae	Kae
nak-x-kotou	Kotou
nak-x-lavege	Lavege
nak-x-loa	Loa
nak-x-loso	Loso
nak-x-maututu	Maututu
nak-x-mouvai	Mouvai
nak-x-sisimi	Sisimi
nak-x-tarobi	Tarobi
nak-x-vere	Vere
nal	Nalik
nam	Ngan'gityemerri
nan	闽南语
nan-x-hokien	Hokkien
nan-x-teochi	Teochiu
nao	Naaba
nap	Neapolitan
naq	Khoekhoe
nar	Iguta
nas	Naasioi
nat	Ca̱hungwa̱rya̱
naw	Nawuri
nax	Nakwi
nay	Narrinyeri
naz	Coatepec Nahuatl
nb	Norsk bokmål
nba	Nyemba
nba-x-thiwiko	Thiwiko
nbb	Ndoe
nbc	Chang Naga
nbd	Ngbinda
nbe	Konyak Naga
nbh	Ngamo
nbi	Mao Naga
nbj	Ngarinman
nbk	Nake
nbm	Ngbaka Ma'bo
nbn	Kuri
nbo	Nkukoli
nbp	Nnam
nbq	Nggem
nbr	Numana-Nunku-Gbantu-Numbu
nbs	Namibian Sign Language
nbt	Na
nbt-x-nah	Nah
nbu	Rongmei Naga
nbv	Ngamambo
nbw	Southern Ngbandi
nby	Ningera
nca	Iyo
nca-x-koiyaka	Koiyaka
nca-x-nekene	Nekene
ncb	Central Nicobarese
ncc	Ponam
ncd	Nachering
nce	Yale
ncf	Notsi
ncg	Nisga'a
nch	Central Huasteca Nahuatl
nci	Classical Nahuatl
ncj	Northern Puebla Nahuatl
nck	Nakara
ncl	Michoacán Nahuatl
ncm	Nambo
ncn	Nauna
nco	Sibe
ncp	Ndaktup
ncr	Ncane
ncs	Nicaraguan Sign Language
nct	Chothe Naga
ncu	Chumburung
ncx	Central Puebla Nahuatl
ncz	Natchez
nd	isiNdebele
nda	Ndasa
ndb	Kenswei Nsei
ndc	Ndau
ndd	Nde-Nsele-Nta
ndf	Nadruvian
ndg	Ndengereko
ndh	Ndali
ndh-x-chindali	Chindali (Malawi)
ndh-x-chisukwa	Chisukwa
ndi	Samba Leko
ndj	Ndamba
ndk	Ndaka
ndl	Ndolo
ndm	Ndam
ndn	Ngundi
ndp	Ndo
ndq	Ndombe
ndr	Ndoola
nds	Low German
ndt	Ndunga
ndu	Dugun
ndv	Ndut
ndw	Ndobo
ndx	Nduga
ndy	Lutos
ndz	Ndogo
ne	नेपाली
nea	Eastern Ngad'a
neb	Toura (Côte d'Ivoire)
nec	Nedebang
ned	Nde-Gbite
nee	Nêlêmwa-Nixumwak
nef	Nefamese
neg	Негидальский
neh	Nyenkha
nei	Neo-Hittite
nej	Neko
nek	Neku
nem	Nemi
nen	Nengone
neo	Ná-Meo
nep-x-pahari	Pahari
neq	North Central Mixe
ner	Yahadian
nes	Bhoti Kinnauri
net	Nete
neu	Neo
nev	Nyaheun
new	नेवाः भाय्
nex	Neme
ney	Neyo
nez	Nez Perce
nfa	Dhao
nfd	Ahwai
nfl	Ayiwo
nfr	Nafaanra
nfu	Mfumte
ng	Owambo
nga	Ngbaka
ngb	Northern Ngbandi
ngc	Ngombe (Democratic Republic of Congo)
ngc-x-bodjenga	Bodjenga
ngc-x-bondjale	Bondjale
ngc-x-muwera	Muwera
ngd	Ngando (Central African Republic)
nge	Ngemba
ngg	Ngbaka Manza
ngh	N|u
ngi	Ngəzəm
ngj	Ngie
ngk	Dalabon
ngl	Lomwe
ngm	Ngatik Men's Creole
ngn	Ngwo
ngo	Ngoni
ngp	Ngulu
ngq	Ngurimi
ngr	Engdewu
ngs	Gvoko
ngt	Kriang
ngu	Guerrero Nahuatl
ngw	Ngwaba
ngx	Nggwahyi
ngy	Tibea
ngz	Ngungwel
nha	Nhanda
nhb	Beng
nhb-x-anoh	Anoh
nhc	Tabasco Nahuatl
nhd	Chiripá
nhe	Eastern Huasteca Nahuatl
nhf	Nhuwala
nhg	Tetelcingo Nahuatl
nhh	Nahari
nhi	Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
nhk	Isthmus-Cosoleacaque Nahuatl
nhm	Morelos Nahuatl
nhn	Central Nahuatl
nho	Takuu
nhp	Isthmus-Pajapan Nahuatl
nhq	Huaxcaleca Nahuatl
nhr	Naro
nht	Ometepec Nahuatl
nhu	Noone
nhv	Temascaltepec Nahuatl
nhw	Western Huasteca Nahuatl
nhx	Isthmus-Mecayapan Nahuatl
nhy	Northern Oaxaca Nahuatl
nhz	Santa María La Alta Nahuatl
nia	Nias
nia-x-telo	Telo
nia-x-telukdalam	Teluk Dalam
nib	Nakame
nid	Ngandi
nie	Niellim
nif	Nek
nih	Nyiha (Tanzania)
nii	Nii
nij	Ngaju
nij-x-baream	Dayak Baream
nij-x-dayakbulik	Dayak Bulik
nij-x-dayakmali	Dayak Mali
nij-x-dayaktengon	Dayak Tengon
nij-x-kahayan	Dayak Kahayan
nij-x-kapuas	Dayak Kapuas
nij-x-katingan	Dayak Katingan
nij-x-katinganhilir	Katingan Hilir
nij-x-katinganhulu	Katingan Hulu
nij-x-katingantengah	Katingan Tengah
nij-x-manyan	Manyan
nij-x-menuhing	Menuhing Tehang
nij-x-nyadupm	Dayak Nyadupm
nij-x-runganmanu	Rungan Manuhing
nij-x-sambadanum	Samba Danum
nij-x-sampit	Sampit
nik	Southern Nicobarese
nim	Nilamba
nin	Ninzo
nio	Нганасанский
niq	Nandi
nir	Nimboran
nis	Nimi
nit	Southeastern Kolami
niu	Niuean
niv	Нивхский
niw	Nimo
nix	Hema
niy	Ngiti
niz	Ningil
nja	Nzanyi
njb	Nocte Naga
njd	Ndonde Hamba
njh	Lotha Naga
nji	Gudanji
njj	Njen
njl	Njalgulgule
njm	Angami Naga
njn	Liangmai Naga
njo	Ao Naga
njr	Njerep
njs	Nisa
njt	Ndyuka-Trio Pidgin
njx	Kunyi
njy	Njyem
njz	Nyishi
njz-x-hillmiri	Hill Miri
nka	Nkoya
nkb	Khoibu Naga
nkc	Nkongho
nkd	Koireng
nke	Duke
nkf	Inpui Naga
nkg	Nekgini
nkg-x-damoing	Damoing
nkg-x-goriong	Goriong
nkg-x-warai	Warai
nkh	Khezha Naga
nki	Thangal Naga
nkj	Nakai
nkk	Nokuku
nkm	Namat
nkn	Nkangala
nko	Nkonya
nkp	Niuatoputapu
nkq	Nkami
nkr	Nukuoro
nks	North Asmat
nkt	Nyika
nku	Bouna Kulango
nkv	Nyika (Malawi and Zambia)
nkw	Nkutu
nkx	Nkoroo
nkz	Nkari
nl	Nederlands, Vlaams
nla	Ngombale
nlc	Nalca
nle	East Nyala
nle-KE-lunyala	Lunyala
nlg	Gela
nli	ننگلامی
nlj	Nyali
nlk	Ninia Yali
nll	Nihali
nlo	Ngul
nlo-x-bangholu	Bangholu
nlo-x-ngwi	Ngwi
nlq	Lao Naga
nlu	Nchumbulu
nlv	Orizaba Nahuatl
nlx	Nahali
nly	Nyamal
nlz	Nalögo
nma	Maram Naga
nmb	Big Nambas
nmb-x-ndzra	Ndzra
nmc	Ngam
nmd	Ndumu
nme	Mzieme Naga
nmf	Tangkhul Naga (India)
nmf-x-phalang	Phalang
nmg	Kwasio
nmg-x-mabi	Mabi
nmh	Monsang Naga
nmi	Nyam
nmj	Ngombe (Central African Republic)
nmk	Namakura
nml	Ndemli
nmm	ङ्‍येश्याङ्‍ते
nmn	!Xóõ
nmo	Moyon Naga
nmo-x-tangshang	Tang Shang Naga
nmq	Nambya
nmr	Nimbari
nms	Letemboi
nmt	Namonuito
nmu	Northeast Maidu
nmw	Nimoa
nmx	Nama (Papua New Guinea)
nmy	納木依語
nmz	Nawdm
nn	Norsk nynorsk
nna	Nyangumarta
nnb	Nande
nnb-x-kinyabwito	Kinyabwito
nnb-x-kishula	Kishula
nnc	Nancere
nnd	West Ambae
nnd-x-nduindui	Nduindui
nne	Ngandyera
nnf	Ngaing
nnf-x-maibang	Maibang
nnf-x-sor	Sor
nng	Maring Naga
nnh	Ngiemboon
nni	North Nuaulu
nnj	Nyangatom
nnk	Nankina
nnl	Northern Rengma Naga
nnm	Namia
nnn	Ngete
nnp	Wancho Naga
nnq	Ngindo
nnr	Narungga
nns	Ningye
nnt	Nanticoke
nnu	Dwang
nnw	Southern Nuni
nnz	Nda'nda'
no	Norsk
noa	Woun Meu
noc	Nuk
nod	Northern Thai
noe	Nimadi
nof	Nomane
nog	Ногайский
noh	Nomu
noi	Noiri
noj	Nonuya
nok	Nooksack
nol	Nomlaki
nom	Nocamán
non	Norrœnt mál
nop	Numanggang
noq	Ngongo
nos	东尼苏语
not	Nomatsiguenga
nou	Ewage-Notu
nou-x-beuga	Beuga
nou-x-okena	Okena
nou-x-puea	Puea
nou-x-sowerapa	Sowerapa
nou-x-yega	Yega
nou-x-yewabuie	Yewa Buie
nov	Novial
now	Nyambo
noy	Noy
noz	Nayi
npa	Nar Phu
npb	Nupbikha
npg	Ponyo-Gongwang Naga
nph	Phom Naga
npi	नेपाली (individual language)
npl	Southeastern Puebla Nahuatl
npn	Mondropolon
npo	Pochuri Naga
nps	Nipsan
npu	Puimei Naga
npy	Napu
nqg	Southern Nago
nqk	Kura Ede Nago
nqm	Ndom
nqn	Nen
nqo	N'Ko
nqq	Kyan-Karyaw Naga
nqt	Nteng
nqy	Akyaung Ari Naga
nr	isiNdebele
nra	Ngom
nrb	Nara
nrc	Norisch
nre	Southern Rengma Naga
nrf	Jèrriais
nrg	Narango
nri	Chokri Naga
nrk	Ngarla
nrl	Ngarluma
nrm	Narom
nrn	Norn
nrp	North Picene
nrt	Northern Kalapuya
nru	东部方言
nrz	Lala
nsa	Sangtam Naga
nsc	Nshi
nsd	南尼苏语
nse	Nsenga
nse-MZ-nsenga	Nsenga
nse-x-ngoni	Ngoni
nsf	Northwestern Nisu
nsg	Ngasa
nsh	Ngoshie
nsi	Nigerian Sign Language
nsk	Naskapi
nsl	Norwegian Sign Language
nsm	Sumi Naga
nsn	Nehan
nso	Pedi
nsp	नेपाली सांकेतिक भाषा
nsq	Northern Sierra Miwok
nsr	Maritime Sign Language
nss	Nali
nst	Tase Naga
nst-x-longchang	Longchang
nst-x-muklom	Muklom
nst-x-nanel	Nanel
nst-x-ransenaga	Ran Se Naga
nst-x-sangwan	Sangwan
nst-x-sheju	Shechu
nst-x-shekyu	Shekyu
nsu	Sierra Negra Nahuatl
nsv	西南尼苏语
nsw	Navut
nsx	Songo
nsy	Nasal
nsz	Nisenan
ntd	Northern Tidung
nte	Nathembo
nti	Natioro
ntj	Ngaanyatjarra
ntk	Ikoma-Nata-Isenye
ntm	Nateni
nto	Ntomba
ntp	Northern Tepehuan
ntr	Delo
ntu	Natügu
ntw	Nottoway
ntx	Tangkhul Naga (Myanmar)
nty	Mantsi
ntz	زبان نطنزی
nua	Yuanga
nuc	Nukuini
nud	Ngala
nue	Ngundu
nuf	怒苏语
nuf-x-shawa	Shawa
nuf-x-wawa	Wawa
nuh	Ndunda
nui	Ngumbi
nuj	Nyole
nuk	Nuu-chah-nulth
nul	Nusa Laut
num	Niuafo'ou
nun	阿侬语
nuo	Tiếng Nguồn
nup	Nupe-Nupe-Tako
nuq	Nukumanu
nur	Nukuria
nus	Nuer
nut-x-north	Northern Nung
nut-x-south	Tiếng Nùng (Viet Nam)
nut-x-taynhan	Tày Nhắn
nut-x-xuong	Xuòng Giay
nuu	Ngbundu
nuv	Northern Nuni
nuv-x-extrnornuni	Extreme Northern Nuni
nuw	Nguluwan
nux	Mehek
nuy	Nunggubuyu
nuz	Tlamacazapa Nahuatl
nv	Diné bizaad
nvh	Nasarian
nvm	Namiae
nvo	Nyokon
nwa	Nawathinehena
nwb	Nyabwa
nwc	पुलां भाय्
nwe	Ngwe
nwi	Southwest Tanna
nwm	Nyamusa-Molo
nwr	Nawaru
nww	Ndwewe
nwx	Middle Newar
nwy	Nottoway-Meherrin
nxa	Nauete
nxd	Ngando (Democratic Republic of Congo)
nxe	Nage
nxg	Ngad'a
nxi	Nindi
nxk	Koki Naga
nxl	South Nuaulu
nxm	Numidian
nxo	Ndambomo
nxq	西部方言
nxq-x-malimasa	Malimasa
nxr	Ninggerum
nxu	Narau
nxx	Nafri
ny	chiCheŵa, chinyanja
nya-x-kunda	Kunda
nya-x-makwemarav	Makwe Marave
nya-x-nyanja	Nyanja
nyb	Nyangbo
nyc	Nyanga-li
nyd	Nyore
nye	Nyengo
nyf	Giryama
nyf-x-kambe	Kambe
nyf-x-rabai	Rabai
nyf-x-ribe	Ribe
nyg	Nyindu
nyh	Nyigina
nyi	Ama (Sudan)
nyj	Nyanga
nyj-x-kikobo	Kikobo
nyj-x-kitiri	Kitiri
nyk	Nyaneka
nyk-x-nyanehumbe	Nyaneka Humbe
nyl	Nyeu
nym	Nyamwezi
nym-x-nyanyembe	Nyanyembe
nym-x-nyikungu	Nyikungu
nyn	Nyankole
nyn-x-runyaruguru	Runyaruguru
nyn-x-rutagwenda	Rutagwenda
nyo	Nyoro
nyp	Nyang'i
nyq	زبان نائینی
nyr	Nyiha (Malawi)
nys	Nyunga
nyu	Nyungwe
nyu-x-nhungue	Nhungue
nyu-x-nselelo	Nselelo
nyu-x-tonga	Tonga
nyw	Nyaw
nyy	Nyakyusa-Ngonde
nza	Tigon Mbembe
nza-x-mbembnthal	Mbembe Nthale
nzb	Njebi
nzi	Nzima
nzk	Nzakara
nzm	Zeme Naga
nzs	New Zealand Sign Language
nzu	Teke-Nzikou
nzy	Nzakambay
nzz	Nanga Dama Dogon
oaa	Орокский
oac	Орочский
oar	Old Aramaic (up to 700 BCE)
oav	Old Avar
obi	Obispeño
obk	Southern Bontok
obl	Oblo
obm	Moabite
obo	Obo Manobo
obr	Old Burmese
obt	Old Breton
obu	Obulom
oc	occitan, lenga d'òc
oca	Ocaina
och	Old Chinese
oco	Old Cornish
ocu	Atzingo Matlatzinca
oda	Odut
odk	Od
odt	Old Dutch
odu	Odual
ofo	Ofo
ofs	Old Frisian
ofu	Efutop
ogb	Ogbia
ogc	Ogbah
oge	ႤႬႠჂ ႵႠႰႧႳႪႨ
ogg	Ogbogolo
ogo	Khana
ogu	Ogbronuagum
oht	Old Hittite
ohu	Old Hungarian
oia	Oirata
oin	Inebu One
oj	ᐊᓂᔑᓈᐯᒧᐎᓐ
ojb	Northwestern Ojibwa
ojc	Central Ojibwa
ojg	Eastern Ojibwa
ojp	上代日本語
ojs	Severn Ojibwa
ojv	Ontong Java
ojw	Western Ojibwa
oka	Okanagan
okb	Okobo
okd	Okodia
oke	Okpe (Southwestern Edo)
okh	Koresh-e Rostam
oki	Okiek
okk	Kwamtim One
okl	Old Kentish Sign Language
okm	중세국어
okn	島ムニ
oko	Old Korean (3rd-9th cent.)
okr	Kirike
oks	Oko-Eni-Osayen
oku	Oku
okv	Orokaiva
okv-x-bokoro	Bokoro
okv-x-harawa	Harawa
okv-x-kainake	Kaina Ke
okv-x-orokaifane	Orokaiva Ihane
okv-x-pahina	Pahina
okx	Okpe (Northwestern Edo)
ola	Walungge
old	Mochi
ole	Olekha
olk	Olkol
olm	Oloma
olo	Ливвиковское наречие
olr	Olrat
olt	Old Lithuanian
olu	Mucubal
om	Afaan Oromoo
oma	Omaha-Ponca
omb	East Ambae
omc	Mochica
omg	Omagua
omi	Omi
omk	Омокский язык
oml	Ombo
omn	Minoan
omo	Utarmbung
omp	Old Manipuri
omr	Old Marathi
omt	Omotik
omw	South Tairora
omw-x-bonta	Bonta
omw-x-dosara	Dosara
omw-x-kusingakua	Kusinga Kua
omw-x-marawak	Marawak
omw-x-obura	Obura
omw-x-piora	Piora
omw-x-tookena	Tookena
omw-x-waisaram	Waisaram
omx	Old Mon
onb	臨高語
one	Oneida
ong	Olo
oni	Onin
onj	Onjob
onk	Kabore One
onn	Onobasulu
ono	Onondaga
onp	Sartang
onr	Northern One
ons	Ono
ont	Ontenu
onu	Unua
onw	Old Nubian
onx	Onin Based Pidgin
ood	Tohono O'odham
oog	Ong
oon	Önge
oor	Oorlams
oos	Old Ossetic
opa	Okpamheri
opk	Kopkaka
opm	Oksapmin
opo	Opao
opy	Ofayé
or	ଓଡ଼ିଆ
ora	Oroha
orc	Orma
ore	Orejón
org	Oring
orh	鄂伦春语
orn	Orang Kanaq
oro	Orokolo
orr	Oruma
ors	Orang Seletar
ors-x-oranglau	Suku Laut; Orang Laut
ort	Adivasi Oriya
oru	اورمڑی
orv	Древнерусский язык
orw	Oro Win
orx	Oro
ory	Oriya (individual language)
ory-x-amanatya	Amanatya
orz	Ormu
orz-x-rarankwa	Raran'kwa
os	ирон æвзаг
osa	Osage
osc	Oscan
osi	Osing
oso	Ososo
osp	Romance Castellano
ost	Osatu
osu	Southern One
osx	Sahsisk
ota	Osmanlı Türkçesi
otb	Old Tibetan
otd	Ot Danum
otd-x-belaban	Dayak Belaban
otd-x-dayakdohoi	Dayak Uud Danum
otd-x-dayaklimbai	Dayak Limbai
otd-x-dohoy	Dohoy
otd-x-kadori	Kadorih
otd-x-kadorih	Dayak Kadorih
otd-x-mahalat	Mahalat
otd-x-oruundaan	Dayak Oruung Da'an
otd-x-pangindaan	Dayak Pangin Daan
otd-x-punankuhi	Punan Kuhi
otd-x-rangsa	Rangsa
otd-x-uudanumwkali	Uud Danum Ambalau Serawai
ote	Mezquital Otomi
otk	Old Turkic
otl	Tilapa Otomi
otm	Eastern Highland Otomi
otn	Tenango Otomi
otq	Querétaro Otomi
otr	Otoro
ots	Estado de México Otomi
ott	Temoaya Otomi
otw	Ottawa
otx	Texcatepec Otomi
oty	Old Tamil
otz	Ixtenco Otomi
oua	اللهجة الأمازيغية الورقلية
oub	Glio-Oubi
oue	Oune
oui	回鹘语
owi	Owiniga
owl	Old Welsh
oyb	Oy
oyd	Oyda
oym	Wayampi
oyy	Oya'oya
ozm	Koonzime
ozm-x-nzime	Nzime
pa	ਪੰਜਾਬੀ, پنجابی‎
pab	Parecís
pac	Pacoh
pad	Paumarí
pae	Pagibete
paf	Paranawát
pag	Pangasinan
pah	Tenharim
pai	Pe
pak	Parakanã
pal	Pahlavi
pam	Pampanga
pao	Northern Paiute
pap	Papiamento
paq	Parya
paq-x-leghmani	Parya Leghmani
par	Panamint
pas	Papasena
pat	Papitalai
pau	Palauan
pav	Pakaásnovos
paw	Pawnee
pax	Pankararé
pay	Pech
paz	Pankararú
pbb	Páez
pbc	Patamona
pbe	Mezontla Popoloca
pbf	Coyotepec Popoloca
pbg	Paraujano
pbh	E'ñapa Woromaipu
pbi	Parkwa
pbl	Mak (Nigeria)
pbm	Puebla and Northeastern Mazatec
pbn	Kpasam
pbo	Papel
pbp	Badyara
pbr	Pangwa
pbs	Central Pame
pbt	پښتو
pbu	یوسفزئی پښتو
pbv	Pnar
pby	Pyu (Papua New Guinea)
pca	Santa Inés Ahuatempan Popoloca
pcb	Pear
pcc	布依语
pcc-x-giaynhan	Giay Nhan
pcd	Picard
pce	Ruching Palaung
pcf	Paliyan
pcg	Paniya
pch	Pardhan
pci	Duruwa
pcj	Parenga
pck	Paite Chin
pcl	Pardhi
pcl-Deva-pardhi	Pardhi
pcl-x-thakan	Thakan
pcm	Nigerian Pidgin
pcn	Piti
pcn-x-ribang	Ribang
pcp	Pacahuara
pcw	Pyapun
pda	Anam
pdc	Pennsylvania German
pdi	Pa Di
pdn	Podena
pdo	Padoe
pdt	Plautdietsch
pdu	Kayan
pea	Peranakan Indonesian
peb	Eastern Pomo
ped	Mala (Papua New Guinea)
ped-x-aidibal	Aidibal
ped-x-akefa	Akefa
ped-x-beteka	Beteka
ped-x-busip	Busip
ped-x-dagui	Dagui
ped-x-malala	Malala
ped-x-sapra	Sapra
ped-x-tarikapa	Tarikapa
pee	Taje
pef	Northeastern Pomo
peg	Pengo
peh	保安语
pei	Chichimeca-Jonaz
pej	Northern Pomo
pek	Penchal
pel	Pekal
pem	Phende
pem-x-gipendega	Gipende Gatundu
pem-x-gipendegu	Gipende Gungu
pem-x-pindi	Kipindi
peo	Old Persian (ca. 600-400 B.C.)
pep	Kunja
peq	Southern Pomo
pes	فارسی
pes-x-bandari	Bandari
pex	Petats
pex-x-matsungan	Maysungan
pey	Petjo
pez	Eastern Penan
pez-x-longiman	Long Iman
pfa	Pááfang
pfe	Peere
